Time,Sensor,Range,Range Variance,Azimuth,Azimuth Variance,Elevation,Elevation Variance,X,Y,Z
34.0,S1,99.91230827903756,0.010000000000000002,1.57086639697302,3.046174197867086e-06,0.03684455106127656,3.046174197867086e-06,99.9366889605783,0.0,3.310885764842827
35.0,S1,99.97399796697943,0.010000000000000002,1.5718942562690097,3.046174197867086e-06,0.032058300178850925,3.046174197867086e-06,99.93291863378401,0.0,3.261547792779466
36.0,S1,99.8492746237276,0.010000000000000002,1.5729458528357694,3.046174197867086e-06,0.033225913742022384,3.046174197867086e-06,99.92903978571913,0.0,3.2122300742412335
37.0,S1,99.82821916195628,0.010000000000000002,1.569138355379558,3.046174197867086e-06,0.03236650886835811,3.046174197867086e-06,99.92505246100703,0.0,3.1629326689025627
38.0,S1,100.20900844460316,0.010000000000000002,1.5719378096333296,3.046174197867086e-06,0.02894031588714473,3.046174197867086e-06,99.92095670440239,0.0,3.1136556364133083
39.0,S1,99.88043191370036,0.010000000000000002,1.5700012433215904,3.046174197867086e-06,0.029826569359923515,3.046174197867086e-06,99.91675256079107,0.0,3.0643990363986733
40.0,S1,99.75460630562773,0.010000000000000002,1.571165628019462,3.046174197867086e-06,0.033726205246132575,3.046174197867086e-06,99.91244007519006,0.0,3.015162928459138
41.0,S1,100.01803211200478,0.010000000000000002,1.5681358722235221,3.046174197867086e-06,0.03234128505164649,3.046174197867086e-06,99.9080192927475,0.0,2.9659473721703873
42.0,S1,100.06890148718001,0.010000000000000002,1.5717102205624387,3.046174197867086e-06,0.02882124773690912,3.046174197867086e-06,99.90349025874251,0.0,2.916752427083238
43.0,S1,100.15123231323639,0.010000000000000002,1.571166092318084,3.046174197867086e-06,0.02764725001710719,3.046174197867086e-06,99.89885301858521,0.0,2.867578152723567
44.0,S1,99.89835259610523,0.010000000000000002,1.5705384431439646,3.046174197867086e-06,0.029973196268956923,3.046174197867086e-06,99.89410761781667,0.0,2.8184246085922413
45.0,S1,99.92159441532154,0.010000000000000002,1.570544999608552,3.046174197867086e-06,0.02851464324438149,3.046174197867086e-06,99.88925410210881,0.0,2.769291854165043
46.0,S1,99.97858492360115,0.010000000000000002,1.569654008694849,3.046174197867086e-06,0.026987565786767257,3.046174197867086e-06,99.88429251726438,0.0,2.720179948892599
47.0,S1,99.86672658817184,0.010000000000000002,1.5727586615602691,3.046174197867086e-06,0.022648084186807017,3.046174197867086e-06,99.8792229092169,0.0,2.6710889522003085
48.0,S1,99.82796107178095,0.010000000000000002,1.5731095797785453,3.046174197867086e-06,0.02598107992222054,3.046174197867086e-06,99.87404532403059,0.0,2.6220189234882714
